label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group;kA_char_group
pipe40_feed;pipe;['network losses'];[None];[-489.2953928280889];['0x0000020135375390'];['component'];[];[];nan;False;False;-489.2953928280889;False;False;0.9955810171668833;False;False;155684250.3554165;False;False;0.0217;True;False;22.825424421026653;True;False;8.999999999999999e-05;True;False;6.388444347919046;True;False;0x00000201353B29B0;False;m;0;True;-1.3979578419432726;False;1.7913065818344827;False;0.3933487398912101;False;default;default;default
pipe42_feed;pipe;['network losses'];[None];[-483.01853191959833];['0x0000020135375390'];['component'];[];[];nan;False;False;-483.01853191959833;False;False;0.99965662435387;False;False;45968921.55884331;False;False;0.0217;True;False;7.211102550927978;True;False;8.999999999999999e-05;True;False;6.388444347919144;True;False;0x00000201353B2A20;False;m;0;True;-1.3849156575206945;False;1.7683270434545062;False;0.38341138593381174;False;default;default;default
pipe44_feed;pipe;['network losses'];[None];[-476.66291431906285];['0x0000020135375390'];['component'];[];[];nan;False;False;-476.66291431906285;False;False;0.9997700404000885;False;False;39598607.87417447;False;False;0.0217;True;False;6.0;True;False;8.999999999999999e-05;True;False;6.388444347919206;True;False;0x00000201353B2A90;False;m;0;True;-1.3706170065052752;False;1.7450591774448578;False;0.37444217093958265;False;default;default;default
pipe45_feed;pipe;['network losses'];[None];[-477.5418193095136];['0x0000020135375390'];['component'];[];[];nan;False;False;-477.5418193095136;False;False;0.9976965221633418;False;False;283529537.07392544;False;False;0.0217;True;False;44.82186966202994;True;False;8.999999999999999e-05;True;False;6.388444347919176;True;False;0x00000201353B2B00;False;m;0;True;-1.3723320332372893;False;1.7482768416969197;False;0.3759448084596304;False;default;default;default
pipe5_back;pipe;['network losses'];[None];[-362.6446745567784];['0x0000020135375390'];['component'];[];[];nan;False;False;-362.6446745567784;False;False;0.9995336119408397;False;False;111904475.87591453;False;False;0.0217;True;False;8.54400374531753;True;False;0.00069;True;False;6.692425261877718;True;False;0x00000201353B2B70;False;m;0;True;-1.1078069119848244;False;1.3276392991278727;False;0.2198323871430483;False;default;default;default
pipe15_back;pipe;['network losses'];[None];[-367.4162084003004];['0x0000020135375390'];['component'];[];[];nan;False;False;-367.4162084003004;False;False;0.9212807120421915;False;False;218718328.2556932;False;False;0.0217;True;False;17.804493814764857;True;False;0.00069;True;False;6.692425261877954;True;False;0x00000201353B2BA8;False;m;0;True;-1.0768258001065987;False;1.3451078469716289;False;0.2682820468650302;False;default;default;default
pipe21_back;pipe;['network losses'];[None];[-366.46100994337235];['0x0000020135375390'];['component'];[];[];nan;False;False;-366.46100994337235;False;False;0.9919743476608183;False;False;163749304.9689177;False;False;0.0217;True;False;13.152946437965905;True;False;0.00069;True;False;6.692425261878025;True;False;0x00000201353B2BE0;False;m;0;True;-1.1151175025537476;False;1.3416108729393095;False;0.22649337038556183;False;default;default;default
pipe22_back;pipe;['network losses'];[None];[-365.30864502726837];['0x0000020135375390'];['component'];[];[];nan;False;False;-365.30864502726837;False;False;0.9906309211206461;False;False;560159088.014292;False;False;0.0217;True;False;44.28317965096906;True;False;0.00069;True;False;6.692425261877916;True;False;0x00000201353B2CC0;False;m;0;True;-1.1129699867525604;False;1.3373920740518703;False;0.2244220872993099;False;default;default;default
pipe24_back;pipe;['network losses'];[None];[-363.5554231005267];['0x0000020135375390'];['component'];[];[];nan;False;False;-363.5554231005267;False;False;0.9978968332302235;False;False;335851236.1176291;False;False;0.0217;True;False;25.942243542145693;True;False;0.00069;True;False;6.692425261877428;True;False;0x00000201353B2CF8;False;m;0;True;-1.1099456933138547;False;1.3309735423779123;False;0.2210278490640576;False;default;default;default
pipe26_back;pipe;['network losses'];[None];[-362.78361027916935];['0x0000020135375390'];['component'];[];[];nan;False;False;-362.78361027916935;False;False;0.9992714351985451;False;False;157979380.17496434;False;False;0.0217;True;False;12.083045973594572;True;False;0.00069;True;False;6.692425261877899;True;False;0x00000201353B2D30;False;m;0;True;-1.1081385144142442;False;1.3281479417139643;False;0.22000942729972017;False;default;default;default
pipe28_back;pipe;['network losses'];[None];[-343.3280020738729];['0x0000020135375390'];['component'];[];[];nan;False;False;-343.3280020738729;False;False;0.9950592039763761;False;False;746668623.3791219;False;False;0.0217;True;False;105.77334257741882;True;False;5e-05;True;False;6.314757900000606;True;False;0x00000201353B2DD8;False;m;0;True;-1.0477330649066028;False;1.2569211132120552;False;0.20918804830545246;False;default;default;default
pipe30_back;pipe;['network losses'];[None];[-361.73836064336734];['0x0000020135375390'];['component'];[];[];nan;False;False;-361.73836064336734;False;False;0.9994263885710132;False;False;174228162.90823013;False;False;0.0217;True;False;13.152946437965905;True;False;0.00069;True;False;6.69242526187831;True;False;0x00000201353B2E10;False;m;0;True;-1.1054924887736741;False;1.3243212910245923;False;0.21882880225091816;False;default;default;default
pipe32_back;pipe;['network losses'];[None];[-347.8184091094978];['0x0000020135375390'];['component'];[];[];nan;False;False;-347.8184091094978;False;False;0.9998594628041254;False;False;94402541.64634223;False;False;0.0217;True;False;11.045361017187261;True;False;0.00029;True;False;6.4847739887171025;True;False;0x00000201353B2EF0;False;m;0;True;-1.0643227701472855;False;1.2733604580248867;False;0.20903768787760124;False;default;default;default
pipe34_back;pipe;['network losses'];[None];[-381.74345759410096];['0x0000020135375390'];['component'];[];[];nan;False;False;-381.74345759410096;False;False;0.9999770236356381;False;False;3156792.2728431723;False;False;0.036;True;False;5.0;True;False;0.00029;True;False;7.026988805198406;True;False;0x00000201353B2F28;False;m;0;True;-1.1657059150717826;False;1.3975597934984476;False;0.23185387842666505;False;default;default;default
pipe36_back;pipe;['network losses'];[None];[-350.8747289809576];['0x0000020135375390'];['component'];[];[];nan;False;False;-350.8747289809576;False;False;0.9984595549164438;False;False;426906582.04144424;False;False;0.0217;True;False;41.43669871020132;True;False;0.00029;True;False;6.484773988717646;True;False;0x00000201353B2F98;False;m;0;True;-1.0720391384289174;False;1.2845496210176008;False;0.21251048258868344;False;default;default;default
pipe38_back;pipe;['network losses'];[None];[-343.06464977564957];['0x0000020135375390'];['component'];[];[];nan;False;False;-343.06464977564957;False;False;0.9998066057943611;False;False;117992807.78964403;False;False;0.0217;True;False;13.92838827718412;True;False;8.999999999999999e-05;True;False;6.3884443479192425;True;False;0x00000201353B2FD0;False;m;0;True;-1.0495687223047083;False;1.2559569825211407;False;0.20638826021643242;False;default;default;default
pipe40_back;pipe;['network losses'];[None];[-349.46794795310717];['0x0000020135375390'];['component'];[];[];nan;False;False;-349.46794795310717;False;False;0.9947744101376641;False;False;161507058.10140505;False;False;0.0217;True;False;22.825424421026653;True;False;8.999999999999999e-05;True;False;6.388444347918661;True;False;0x0000020136372080;False;m;0;True;-1.0647786165491793;False;1.2793994067476009;False;0.21462079019842162;False;default;default;default
pipe42_back;pipe;['network losses'];[None];[-347.677320205307];['0x0000020135375390'];['component'];[];[];nan;False;False;-347.677320205307;False;False;0.9995792835643225;False;False;49616704.40310991;False;False;0.0217;True;False;7.211102550927978;True;False;8.999999999999999e-05;True;False;6.388444347919921;True;False;0x00000201363720F0;False;m;0;True;-1.0613208862479409;False;1.2728439326571739;False;0.21152304640923303;False;default;default;default
pipe44_back;pipe;['network losses'];[None];[-347.1870665454907];['0x0000020135375390'];['component'];[];[];nan;False;False;-347.1870665454907;False;False;0.9997189330897788;False;False;42615331.34214972;False;False;0.0217;True;False;6.0;True;False;8.999999999999999e-05;True;False;6.388444347920499;True;False;0x0000020136372160;False;m;0;True;-1.0600906468122724;False;1.2710491178674381;False;0.21095847105516574;False;default;default;default
pipe45_back;pipe;['network losses'];[None];[-347.82902503651803];['0x0000020135375390'];['component'];[];[];nan;False;False;-347.82902503651803;False;False;0.9971778204742647;False;False;305144849.49206686;False;False;0.0217;True;False;44.82186966202994;True;False;8.999999999999999e-05;True;False;6.388444347919193;True;False;0x00000201363721D0;False;m;0;True;-1.0614225628718748;False;1.2733993228501486;False;0.2119767599782738;False;default;default;default
pipe4_feed;pipe;['network losses'];[None];[-611.2667279009628];['0x0000020135375390'];['component'];[];[];nan;False;False;-611.2667279009628;False;False;0.9884165970596815;False;False;7453603.000259605;False;False;0.0419;True;False;21.095023109728988;True;False;0.00069;True;False;7.674025442364931;True;False;0x0000020136372278;False;m;0;True;-1.7084478954835676;False;2.237842679483664;False;0.5293947840000965;False;default;default;default
pipe20_feed;pipe;['network losses'];[None];[-606.714196570684];['0x0000020135375390'];['component'];[];[];nan;False;False;-606.714196570684;False;False;0.9991618340202976;False;False;7706732.759079269;False;False;0.0419;True;False;21.213203435596427;True;False;0.00069;True;False;7.674025442364794;True;False;0x00000201363722B0;False;m;0;True;-1.7221481676114878;False;2.2211758981170933;False;0.49902773050560545;False;default;default;default
pipe4_back;pipe;['network losses'];[None];[-403.97718472116924];['0x0000020135375390'];['component'];[];[];nan;False;False;-403.97718472116924;False;False;0.9855834952001882;False;False;7488905.425925634;False;False;0.0419;True;False;21.095023109728988;True;False;0.00069;True;False;7.674025442364957;True;False;0x0000020136372320;False;m;0;True;-1.2144897684585727;False;1.4789572935060196;False;0.26446752504744686;False;default;default;default
pipe20_back;pipe;['network losses'];[None];[-416.1279768268201];['0x0000020135375390'];['component'];[];[];nan;False;False;-416.1279768268201;False;False;0.9989325060790547;False;False;7821938.844845059;False;False;0.0419;True;False;21.213203435596427;True;False;0.00069;True;False;7.674025442364562;True;False;0x00000201363723C8;False;m;0;True;-1.2706357762139997;False;1.5234412477643058;False;0.2528054715503061;False;default;default;default
pipe23_feed;pipe;['network losses'];[None];[-577.6487391595289];['0x0000020135375390'];['component'];[];[];nan;False;False;-577.6487391595289;False;False;0.9916414404706354;False;False;10872653.577380689;False;False;0.036;True;False;13.601470508735444;True;False;0.00069;True;False;7.291367744886834;True;False;0x0000020136372400;False;m;0;True;-1.6276639556232215;False;2.1147674873129376;False;0.4871035316897161;False;default;default;default
pipe25_feed;pipe;['network losses'];[None];[-576.2779885981611];['0x0000020135375390'];['component'];[];[];nan;False;False;-576.2779885981611;False;False;0.9887603229977108;False;False;17310921.63756237;False;False;0.036;True;False;21.633307652783937;True;False;0.00069;True;False;7.291367744886948;True;False;0x00000201363724E0;False;m;0;True;-1.6220748641286187;False;2.1097491802971304;False;0.48767431616851176;False;default;default;default
pipe27_feed;pipe;['network losses'];[None];[-574.7901172590882];['0x0000020135375390'];['component'];[];[];nan;False;False;-574.7901172590882;False;False;0.9866176169623553;False;False;24031079.03268916;False;False;0.036;True;False;30.0;True;False;0.00069;True;False;7.291367744886985;True;False;0x0000020136372518;False;m;0;True;-1.6175925072325392;False;2.104302095036018;False;0.4867095878034786;False;default;default;default
pipe29_feed;pipe;['network losses'];[None];[-573.1560020548827];['0x0000020135375390'];['component'];[];[];nan;False;False;-573.1560020548827;False;False;0.9898454875881588;False;False;22304377.28406366;False;False;0.036;True;False;27.80287754891569;True;False;0.00069;True;False;7.291367744886887;True;False;0x0000020136372550;False;m;0;True;-1.6190333625089233;False;2.09831961213576;False;0.47928624962683664;False;default;default;default
pipe31_feed;pipe;['network losses'];[None];[-550.6766496160838];['0x0000020135375390'];['component'];[];[];nan;False;False;-550.6766496160838;False;False;0.9935694092422707;False;False;16509318.74505862;False;False;0.036;True;False;27.313000567495326;True;False;0.00029;True;False;7.026988805196954;True;False;0x00000201363725C0;False;m;0;True;-1.5605888277375948;False;2.0160228797952913;False;0.4554340520576965;False;default;default;default
pipe33_feed;pipe;['network losses'];[None];[-548.8885676990001];['0x0000020135375390'];['component'];[];[];nan;False;False;-548.8885676990001;False;False;0.9985865972418495;False;False;4063731.997488246;False;False;0.036;True;False;6.708203932499369;True;False;0.00029;True;False;7.026988805196764;True;False;0x0000020136372630;False;m;0;True;-1.5613883139680589;False;2.0094767259710786;False;0.44808841200301974;False;default;default;default
pipe35_feed;pipe;['network losses'];[None];[-504.78853715135597];['0x0000020135375390'];['component'];[];[];nan;False;False;-504.78853715135597;False;False;0.98034361732137;False;False;75622591.41624245;False;False;0.0217;True;False;8.54400374531753;True;False;0.00029;True;False;6.484773988717552;True;False;0x00000201363726A0;False;m;0;True;-1.4233809439821012;False;1.8480268612533626;False;0.42464591727126133;False;default;default;default
pipe37_feed;pipe;['network losses'];[None];[-544.8355890943543];['0x0000020135375390'];['component'];[];[];nan;False;False;-544.8355890943543;False;False;0.9973966275363312;False;False;12386049.189252393;False;False;0.036;True;False;20.223748416156685;True;False;0.00029;True;False;7.026988805196905;True;False;0x0000020136372710;False;m;0;True;-1.551921536007923;False;1.9946388032010043;False;0.44271726719308124;False;default;default;default
pipe39_feed;pipe;['network losses'];[None];[-532.9149544242997];['0x0000020135375390'];['component'];[];[];nan;False;False;-532.9149544242997;False;False;0.998136077083849;False;False;10517598.246435229;False;False;0.036;True;False;22.20360331117452;True;False;8.999999999999999e-05;True;False;6.9043431411112115;True;False;0x00000201363727B8;False;m;0;True;-1.5200337482714419;False;1.9509974535028363;False;0.4309637052313944;False;default;default;default
pipe41_feed;pipe;['network losses'];[None];[-529.6062912471065];['0x0000020135375390'];['component'];[];[];nan;False;False;-529.6062912471065;False;False;0.9996259079547244;False;False;5852590.141877959;False;False;0.036;True;False;13.341664064126334;True;False;8.999999999999999e-05;True;False;6.904343141111151;True;False;0x00000201363727F0;False;m;0;True;-1.5136462032992084;False;1.93888446365406;False;0.4252382603548517;False;default;default;default
pipe43_feed;pipe;['network losses'];[None];[-524.4368215980902];['0x0000020135375390'];['component'];[];[];nan;False;False;-524.4368215980902;False;False;0.9996289151162758;False;False;13406088.41125097;False;False;0.036;True;False;27.459060435491963;True;False;8.999999999999999e-05;True;False;6.9043431411111955;True;False;0x0000020136372898;False;m;0;True;-1.5021301854881917;False;1.9199590759585952;False;0.4178288904704035;False;default;default;default
pipe23_back;pipe;['network losses'];[None];[-382.3800046126913];['0x0000020135375390'];['component'];[];[];nan;False;False;-382.3800046126913;False;False;0.9895069398202293;False;False;10927481.995374238;False;False;0.036;True;False;13.601470508735444;True;False;0.00069;True;False;7.291367744887055;True;False;0x0000020136372908;False;m;0;True;-1.1621181631720965;False;1.3998901871231608;False;0.23777202395106434;False;default;default;default
pipe25_back;pipe;['network losses'];[None];[-382.52301220998964];['0x0000020135375390'];['component'];[];[];nan;False;False;-382.52301220998964;False;False;0.9858435675207888;False;False;17405382.37947944;False;False;0.036;True;False;21.633307652783937;True;False;0.00069;True;False;7.2913677448873315;True;False;0x0000020136372940;False;m;0;True;-1.1597698798399865;False;1.4004137368112382;False;0.24064385697125168;False;default;default;default
pipe27_back;pipe;['network losses'];[None];[-382.97496428784734];['0x0000020135375390'];['component'];[];[];nan;False;False;-382.97496428784734;False;False;0.9828878767436318;False;False;24171704.509552423;False;False;0.036;True;False;30.0;True;False;0.00069;True;False;7.2913677448876335;True;False;0x00000201363729B0;False;m;0;True;-1.1596637682455653;False;1.4020683298109002;False;0.24240456156533496;False;default;default;default
pipe29_back;pipe;['network losses'];[None];[-383.1191559186598];['0x0000020135375390'];['component'];[];[];nan;False;False;-383.1191559186598;False;False;0.9871336985726267;False;False;22447898.927826688;False;False;0.036;True;False;27.80287754891569;True;False;0.00069;True;False;7.291367744887314;True;False;0x0000020136372A20;False;m;0;True;-1.1653609499818482;False;1.402596214236353;False;0.2372352642545048;False;default;default;default
pipe31_back;pipe;['network losses'];[None];[-370.071219718447];['0x0000020135375390'];['component'];[];[];nan;False;False;-370.071219718447;False;False;0.991806174082978;False;False;16756171.117910074;False;False;0.036;True;False;27.313000567495326;True;False;0.00029;True;False;7.026988805197161;True;False;0x0000020136372A90;False;m;0;True;-1.1294623018337457;False;1.3548278225094164;False;0.22536552067567062;False;default;default;default
pipe33_back;pipe;['network losses'];[None];[-371.4732304615738];['0x0000020135375390'];['component'];[];[];nan;False;False;-371.4732304615738;False;False;0.9982065169405482;False;False;4126573.975197924;False;False;0.036;True;False;6.708203932499369;True;False;0.00029;True;False;7.02698880519733;True;False;0x0000020136372B00;False;m;0;True;-1.13812890418684;False;1.3599605728045903;False;0.22183166861775017;False;default;default;default
pipe35_back;pipe;['network losses'];[None];[-343.29958475936166];['0x0000020135375390'];['component'];[];[];nan;False;False;-343.29958475936166;False;False;0.9745801234611434;False;False;76154502.43438976;False;False;0.0217;True;False;8.54400374531753;True;False;0.00029;True;False;6.48477398871793;True;False;0x0000020136372BA8;False;m;0;True;-1.0371760450098273;False;1.2568170776473062;False;0.21964103263747892;False;default;default;default
pipe37_back;pipe;['network losses'];[None];[-373.3079902704768];['0x0000020135375390'];['component'];[];[];nan;False;False;-373.3079902704768;False;False;0.996659117642009;False;False;12617617.8430243;False;False;0.036;True;False;20.223748416156685;True;False;0.00029;True;False;7.026988805197001;True;False;0x0000020136372BE0;False;m;0;True;-1.1423272234550275;False;1.3666776140233456;False;0.22435039056831818;False;default;default;default
pipe39_back;pipe;['network losses'];[None];[-368.97199868802943];['0x0000020135375390'];['component'];[];[];nan;False;False;-368.97199868802943;False;False;0.9978953145602883;False;False;9322595.685306184;False;False;0.036;True;False;22.20360331117452;True;False;8.999999999999999e-05;True;False;6.904343141111474;True;False;0x0000020136372CC0;False;m;0;True;-1.1287298888119912;False;1.3508035829691725;False;0.22207369415718126;False;default;default;default
pipe41_back;pipe;['network losses'];[None];[-367.3440414868657];['0x0000020135375390'];['component'];[];[];nan;False;False;-367.3440414868657;False;False;0.9994873224068774;False;False;6370650.821447609;False;False;0.036;True;False;13.341664064126334;True;False;8.999999999999999e-05;True;False;6.904343141112111;True;False;0x0000020136372CF8;False;m;0;True;-1.1254429395412873;False;1.34484364446958;False;0.21940070492829267;False;default;default;default
pipe43_back;pipe;['network losses'];[None];[-369.36423359945275];['0x0000020135375390'];['component'];[];[];nan;False;False;-369.36423359945275;False;False;0.9994930676392784;False;False;14540300.082615932;False;False;0.036;True;False;27.459060435491963;True;False;8.999999999999999e-05;True;False;6.904343141111954;True;False;0x0000020136372D30;False;m;0;True;-1.1306719775938396;False;1.35223955189256;False;0.22156757429872043;False;default;default;default
